800049A900000001,635396629856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962310,1399418880,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311824875,1708311824924
800049A800000001,635396629856,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358961520,1399418050,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,2,0,3000,722,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311824875,1708311824925
800049A700000001,635396630114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962210,1399419090,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825132,1708311825223
800049A900000001,635396630114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962310,1399418880,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825132,1708311825225
800049A800000001,635396630114,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358961520,1399418050,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,2,0,3000,777,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825132,1708311825227
800049A700000001,635396630356,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962210,1399419090,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825372,1708311825417
800049A900000001,635396630356,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962310,1399418880,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825372,1708311825419
800049A800000001,635396630356,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358961520,1399418050,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,2,0,3000,777,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825372,1708311825421
800049A700000001,635396630454,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358962210,1399419090,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,0,36001,3000,0,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825671,1708311825704
800049A800000001,635396630454,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4326,358961520,1399418050,800001,0,-132768,-132768,-132768,0,17,101,0,0,10001,0,-132768,-132768,-132768,200,200,0,20001,2,0,3000,805,500,32767,32767,2001,1001,32767,32767,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,0,0,"0000000000000001,",1708311825671,1708311825708
