800000D051105110,635396650413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979690,1399457031,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521255,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311843546,1708311843747
800000D051105110,635396650616,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979710,1399457053,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521320,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311843669,1708311843749
800000D051105110,635396650819,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979725,1399457083,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5213EB,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311843874,1708311843999
800000D051105110,635396651022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979745,1399457104,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5214B6,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311844086,1708311844240
800000D051105110,635396651241,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979760,1399457135,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521591,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311844314,1708311844463
800000D051105110,635396651444,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979768,1399457157,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF52165C,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311844533,1708311844682
800000D051105110,635396651647,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979788,1399457179,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521727,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311844752,1708311844904
800000D051105110,635396651866,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979810,1399457216,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521802,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311844971,1708311845140
800000D051105110,635396652053,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979817,1399457223,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5218BD,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311845190,1708311845396
800000D051105110,635396652257,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979817,1399457223,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521989,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311845311,1708311845399
800000D051105110,635396652475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979817,1399457223,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521A63,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311845616,1708311845650
800000D051105110,635396652679,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979817,1399457223,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521B2F,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311845733,1708311845904
800000D051105110,635396652897,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358979817,1399457223,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF521C09,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311845952,1708311846160
800000D151105110,635396669555,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987518,1399447378,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF525D1B,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311862687,1708311862748
800000D151105110,635396669758,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987488,1399447405,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF525DE6,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311862906,1708311862983
800000D151105110,635396669977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987484,1399447444,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF525EC1,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311863032,1708311863230
800000D151105110,635396670180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987461,1399447478,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF525F8C,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311863241,1708311863461
800000D151105110,635396670383,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987436,1399447496,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF526057,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311863449,1708311863695
800000D151105110,635396670587,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987426,1399447528,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF526123,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311863671,1708311863698
800000D151105110,635396670790,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987401,1399447546,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5261EE,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311863890,1708311863929
800000D151105110,635396670993,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987383,1399447572,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5262B9,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311864109,1708311864161
800000D151105110,635396671243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4326,358987374,1399447620,800001,0,-132768,-132768,-132768,15,17,101,0,0,10001,0,-132768,-132768,-132768,4095,4095,36001,20001,0,36001,9001,16383,16383,32767,32767,2001,1001,36001,9001,65535,65535,65535,65535,65535,65535,0,7,91,91,0,0,255,0,0,0,0,0,0,0,0,0,15,255,0000018DBF5263B3,"0000000051105110,0000000000000000,0000000000000000,0000000000000000,",1708311864328,1708311864389
