790529,"51,49,50,",635397041780,1,0,121,0,5,0,28,28,7,0,30,30,3,0,450,450,5,0,120,2400,7,0,10,80,3,0,130,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237877,1708312237911
790529,"34,35,33,",635397041780,1,0,121,0,3,0,88,88,5,0,370,370,7,0,30,30,3,0,160,2400,5,0,100,2400,7,0,10,80,3,0,10,80,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237877,1708312237912
790529,"32,16,",635397041780,1,0,121,0,3,0,508,508,5,0,80,2160,7,0,10,1080,3,0,170,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237877,1708312237914
790529,"16,48,32,",635397041780,1,0,121,0,3,0,88,88,5,0,310,310,7,0,40,40,3,0,210,2400,5,0,80,2160,7,0,10,56,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237877,1708312237916
790529,"17,18,19,",635397042770,1,0,121,0,3,0,498,498,5,0,100,2400,7,0,10,80,3,0,150,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237967,1708312238004
790529,"51,49,50,",635397042770,1,0,121,0,5,0,18,18,7,0,30,30,3,0,450,450,5,0,120,2400,7,0,10,80,3,0,130,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237967,1708312238006
790529,"34,35,33,",635397042770,1,0,121,0,3,0,78,78,5,0,370,370,7,0,30,30,3,0,160,2400,5,0,100,2400,7,0,10,80,3,0,10,80,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237967,1708312238007
790529,"32,16,",635397042770,1,0,121,0,3,0,498,498,5,0,80,2160,7,0,10,1080,3,0,170,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237967,1708312238008
790529,"16,48,32,",635397042770,1,0,121,0,3,0,78,78,5,0,310,310,7,0,40,40,3,0,210,2400,5,0,80,2160,7,0,10,56,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312237967,1708312238010
790529,"17,18,19,",635397042770,1,0,121,0,3,0,498,498,5,0,100,2400,7,0,10,80,3,0,150,2400,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,0,0,65535,65535,1708312238162,1708312238203
